A�o Emisi�n	Cod Distrito Veh�culo	Distrito Veh�culo	Cod Barrio Veh�culo	Barrio Veh�culo	Numero veh�culos Vivienda	N�mero Viviendas
2020	14	MORATALAZ	6	VINATEROS	12	1
2020	14	MORATALAZ	6	VINATEROS	14	1
2020	14	MORATALAZ	6	VINATEROS	23	1
2020	15	CIUDAD LINEAL	0		1	255
2020	15	CIUDAD LINEAL	0		2	55
2020	15	CIUDAD LINEAL	0		3	16
2020	15	CIUDAD LINEAL	0		4	5
2020	15	CIUDAD LINEAL	0		5	3
2020	15	CIUDAD LINEAL	0		6	6
2020	15	CIUDAD LINEAL	0		7	2
2020	15	CIUDAD LINEAL	0		8	3
2020	15	CIUDAD LINEAL	0		9	1
2020	15	CIUDAD LINEAL	0		10	1
2020	15	CIUDAD LINEAL	0		14	1
2020	15	CIUDAD LINEAL	0		40	1
2020	15	CIUDAD LINEAL	1	VENTAS	1	10217
2020	15	CIUDAD LINEAL	1	VENTAS	2	2408
2020	15	CIUDAD LINEAL	1	VENTAS	3	630
2020	15	CIUDAD LINEAL	1	VENTAS	4	224
2020	15	CIUDAD LINEAL	1	VENTAS	5	96
2020	15	CIUDAD LINEAL	1	VENTAS	6	56
2020	15	CIUDAD LINEAL	1	VENTAS	7	34
2020	15	CIUDAD LINEAL	1	VENTAS	8	20
2020	15	CIUDAD LINEAL	1	VENTAS	9	12
2020	15	CIUDAD LINEAL	1	VENTAS	10	14
2020	15	CIUDAD LINEAL	1	VENTAS	11	4
2020	15	CIUDAD LINEAL	1	VENTAS	12	9
2020	15	CIUDAD LINEAL	1	VENTAS	13	2
2020	15	CIUDAD LINEAL	1	VENTAS	14	1
2020	15	CIUDAD LINEAL	1	VENTAS	15	3
2020	15	CIUDAD LINEAL	1	VENTAS	17	2
2020	15	CIUDAD LINEAL	1	VENTAS	18	1
2020	15	CIUDAD LINEAL	1	VENTAS	19	1
2020	15	CIUDAD LINEAL	1	VENTAS	20	2
2020	15	CIUDAD LINEAL	1	VENTAS	21	1
2020	15	CIUDAD LINEAL	1	VENTAS	22	1
2020	15	CIUDAD LINEAL	1	VENTAS	25	1
2020	15	CIUDAD LINEAL	1	VENTAS	26	1
2020	15	CIUDAD LINEAL	1	VENTAS	28	1
2020	15	CIUDAD LINEAL	1	VENTAS	29	1
2020	15	CIUDAD LINEAL	1	VENTAS	30	1
2020	15	CIUDAD LINEAL	1	VENTAS	32	1
2020	15	CIUDAD LINEAL	1	VENTAS	38	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	1	13200
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	2	3520
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	3	995
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	4	348
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	5	166
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	6	71
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	7	53
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	8	29
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	9	16
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	10	13
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	11	8
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	12	7
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	13	7
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	14	4
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	15	2
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	16	3
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	17	2
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	18	3
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	19	2
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	20	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	24	3
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	26	4
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	27	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	39	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	40	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	49	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	50	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	52	1
2020	15	CIUDAD LINEAL	2	PUEBLO NUEVO	59	1
2020	15	CIUDAD LINEAL	3	QUINTANA	1	5050
2020	15	CIUDAD LINEAL	3	QUINTANA	2	1152
2020	15	CIUDAD LINEAL	3	QUINTANA	3	339
2020	15	CIUDAD LINEAL	3	QUINTANA	4	120
2020	15	CIUDAD LINEAL	3	QUINTANA	5	58
2020	15	CIUDAD LINEAL	3	QUINTANA	6	31
2020	15	CIUDAD LINEAL	3	QUINTANA	7	18
2020	15	CIUDAD LINEAL	3	QUINTANA	8	13
2020	15	CIUDAD LINEAL	3	QUINTANA	9	11
2020	15	CIUDAD LINEAL	3	QUINTANA	10	5
2020	15	CIUDAD LINEAL	3	QUINTANA	11	6
2020	15	CIUDAD LINEAL	3	QUINTANA	12	7
2020	15	CIUDAD LINEAL	3	QUINTANA	13	2
2020	15	CIUDAD LINEAL	3	QUINTANA	15	3
2020	15	CIUDAD LINEAL	3	QUINTANA	17	1
2020	15	CIUDAD LINEAL	3	QUINTANA	18	1
2020	15	CIUDAD LINEAL	3	QUINTANA	20	2
2020	15	CIUDAD LINEAL	3	QUINTANA	21	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	1	4778
2020	15	CIUDAD LINEAL	4	CONCEPCION	2	1148
2020	15	CIUDAD LINEAL	4	CONCEPCION	3	284
2020	15	CIUDAD LINEAL	4	CONCEPCION	4	121
2020	15	CIUDAD LINEAL	4	CONCEPCION	5	68
2020	15	CIUDAD LINEAL	4	CONCEPCION	6	28
2020	15	CIUDAD LINEAL	4	CONCEPCION	7	28
2020	15	CIUDAD LINEAL	4	CONCEPCION	8	19
2020	15	CIUDAD LINEAL	4	CONCEPCION	9	14
2020	15	CIUDAD LINEAL	4	CONCEPCION	10	5
2020	15	CIUDAD LINEAL	4	CONCEPCION	11	4
2020	15	CIUDAD LINEAL	4	CONCEPCION	12	3
2020	15	CIUDAD LINEAL	4	CONCEPCION	13	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	14	2
2020	15	CIUDAD LINEAL	4	CONCEPCION	15	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	16	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	17	2
2020	15	CIUDAD LINEAL	4	CONCEPCION	19	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	23	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	24	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	28	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	58	1
2020	15	CIUDAD LINEAL	4	CONCEPCION	66	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	1	3995
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	2	1287
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	3	397
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	4	136
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	5	52
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	6	37
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	7	21
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	8	16
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	9	8
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	10	7
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	11	7
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	12	5
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	13	5
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	14	2
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	15	6
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	16	3
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	17	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	19	2
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	20	2
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	21	3
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	22	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	23	3
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	24	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	25	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	27	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	28	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	30	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	38	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	40	2
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	50	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	73	1
2020	15	CIUDAD LINEAL	5	SAN PASCUAL	76	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	1	2575
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	2	843
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	3	306
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	4	111
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	5	59
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	6	27
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	7	23
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	8	18
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	9	15
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	10	9
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	11	5
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	12	5
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	13	4
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	14	4
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	15	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	16	2
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	17	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	18	2
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	19	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	20	2
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	21	2
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	22	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	23	2
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	24	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	25	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	26	3
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	33	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	36	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	37	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	47	1
2020	15	CIUDAD LINEAL	6	SAN JUAN BAUTISTA	84	1
2020	15	CIUDAD LINEAL	7	COLINA	1	1526
2020	15	CIUDAD LINEAL	7	COLINA	2	428
2020	15	CIUDAD LINEAL	7	COLINA	3	135
2020	15	CIUDAD LINEAL	7	COLINA	4	57
2020	15	CIUDAD LINEAL	7	COLINA	5	19
2020	15	CIUDAD LINEAL	7	COLINA	6	11
2020	15	CIUDAD LINEAL	7	COLINA	7	8
2020	15	CIUDAD LINEAL	7	COLINA	8	4
2020	15	CIUDAD LINEAL	7	COLINA	9	2
2020	15	CIUDAD LINEAL	7	COLINA	10	3
2020	15	CIUDAD LINEAL	7	COLINA	11	1
2020	15	CIUDAD LINEAL	7	COLINA	12	4
2020	15	CIUDAD LINEAL	7	COLINA	15	1
2020	15	CIUDAD LINEAL	7	COLINA	18	1
2020	15	CIUDAD LINEAL	7	COLINA	19	1
2020	15	CIUDAD LINEAL	7	COLINA	20	1
2020	15	CIUDAD LINEAL	7	COLINA	22	1
2020	15	CIUDAD LINEAL	7	COLINA	31	1
2020	15	CIUDAD LINEAL	8	ATALAYA	1	325
2020	15	CIUDAD LINEAL	8	ATALAYA	2	92
2020	15	CIUDAD LINEAL	8	ATALAYA	3	35
2020	15	CIUDAD LINEAL	8	ATALAYA	4	14
2020	15	CIUDAD LINEAL	8	ATALAYA	5	13
2020	15	CIUDAD LINEAL	8	ATALAYA	6	8
2020	15	CIUDAD LINEAL	8	ATALAYA	7	3
2020	15	CIUDAD LINEAL	8	ATALAYA	8	4
2020	15	CIUDAD LINEAL	8	ATALAYA	9	3
2020	15	CIUDAD LINEAL	8	ATALAYA	10	1
2020	15	CIUDAD LINEAL	8	ATALAYA	12	1
2020	15	CIUDAD LINEAL	8	ATALAYA	13	1
2020	15	CIUDAD LINEAL	8	ATALAYA	14	1
2020	15	CIUDAD LINEAL	8	ATALAYA	15	2
2020	15	CIUDAD LINEAL	8	ATALAYA	16	1
2020	15	CIUDAD LINEAL	8	ATALAYA	62	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	1	4891
2020	15	CIUDAD LINEAL	9	COSTILLARES	2	1811
2020	15	CIUDAD LINEAL	9	COSTILLARES	3	609
2020	15	CIUDAD LINEAL	9	COSTILLARES	4	222
2020	15	CIUDAD LINEAL	9	COSTILLARES	5	85
2020	15	CIUDAD LINEAL	9	COSTILLARES	6	50
2020	15	CIUDAD LINEAL	9	COSTILLARES	7	23
2020	15	CIUDAD LINEAL	9	COSTILLARES	8	21
2020	15	CIUDAD LINEAL	9	COSTILLARES	9	17
2020	15	CIUDAD LINEAL	9	COSTILLARES	10	13
2020	15	CIUDAD LINEAL	9	COSTILLARES	11	11
2020	15	CIUDAD LINEAL	9	COSTILLARES	12	7
2020	15	CIUDAD LINEAL	9	COSTILLARES	13	4
2020	15	CIUDAD LINEAL	9	COSTILLARES	14	8
2020	15	CIUDAD LINEAL	9	COSTILLARES	15	4
2020	15	CIUDAD LINEAL	9	COSTILLARES	16	5
2020	15	CIUDAD LINEAL	9	COSTILLARES	17	2
2020	15	CIUDAD LINEAL	9	COSTILLARES	18	3
2020	15	CIUDAD LINEAL	9	COSTILLARES	19	3
2020	15	CIUDAD LINEAL	9	COSTILLARES	20	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	21	3
2020	15	CIUDAD LINEAL	9	COSTILLARES	22	2
2020	15	CIUDAD LINEAL	9	COSTILLARES	25	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	26	2
2020	15	CIUDAD LINEAL	9	COSTILLARES	27	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	28	4
2020	15	CIUDAD LINEAL	9	COSTILLARES	29	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	30	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	31	2
2020	15	CIUDAD LINEAL	9	COSTILLARES	32	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	36	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	37	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	49	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	57	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	58	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	74	1
2020	15	CIUDAD LINEAL	9	COSTILLARES	77	1
2020	16	HORTALEZA	0		1	126
2020	16	HORTALEZA	0		2	47
2020	16	HORTALEZA	0		3	26
2020	16	HORTALEZA	0		4	11
2020	16	HORTALEZA	0		5	12
2020	16	HORTALEZA	0		6	6
2020	16	HORTALEZA	0		7	2
2020	16	HORTALEZA	0		8	5
2020	16	HORTALEZA	0		9	3
2020	16	HORTALEZA	0		10	1
2020	16	HORTALEZA	0		11	2
2020	16	HORTALEZA	0		12	3
2020	16	HORTALEZA	0		13	3
2020	16	HORTALEZA	0		15	1
2020	16	HORTALEZA	0		18	1
2020	16	HORTALEZA	0		19	1
2020	16	HORTALEZA	0		26	1
2020	16	HORTALEZA	0		58	1
2020	16	HORTALEZA	0		105	1
2020	16	HORTALEZA	1	PALOMAS	1	1186
2020	16	HORTALEZA	1	PALOMAS	2	487
2020	16	HORTALEZA	1	PALOMAS	3	149
2020	16	HORTALEZA	1	PALOMAS	4	86
2020	16	HORTALEZA	1	PALOMAS	5	41
2020	16	HORTALEZA	1	PALOMAS	6	24
2020	16	HORTALEZA	1	PALOMAS	7	16
2020	16	HORTALEZA	1	PALOMAS	8	11
2020	16	HORTALEZA	1	PALOMAS	9	6
2020	16	HORTALEZA	1	PALOMAS	10	7
2020	16	HORTALEZA	1	PALOMAS	11	1
2020	16	HORTALEZA	1	PALOMAS	12	4
2020	16	HORTALEZA	1	PALOMAS	13	1
2020	16	HORTALEZA	1	PALOMAS	14	3
2020	16	HORTALEZA	1	PALOMAS	15	1
2020	16	HORTALEZA	1	PALOMAS	17	2
2020	16	HORTALEZA	1	PALOMAS	18	2
2020	16	HORTALEZA	1	PALOMAS	20	1
2020	16	HORTALEZA	1	PALOMAS	24	3
2020	16	HORTALEZA	1	PALOMAS	25	2
2020	16	HORTALEZA	1	PALOMAS	26	1
2020	16	HORTALEZA	1	PALOMAS	37	1
2020	16	HORTALEZA	1	PALOMAS	38	1
2020	16	HORTALEZA	1	PALOMAS	40	1
2020	16	HORTALEZA	1	PALOMAS	44	1
2020	16	HORTALEZA	1	PALOMAS	45	1
2020	16	HORTALEZA	1	PALOMAS	53	1
2020	16	HORTALEZA	2	PIOVERA	1	3486
2020	16	HORTALEZA	2	PIOVERA	2	1214
2020	16	HORTALEZA	2	PIOVERA	3	419
2020	16	HORTALEZA	2	PIOVERA	4	183
2020	16	HORTALEZA	2	PIOVERA	5	90
2020	16	HORTALEZA	2	PIOVERA	6	50
2020	16	HORTALEZA	2	PIOVERA	7	33
2020	16	HORTALEZA	2	PIOVERA	8	20
2020	16	HORTALEZA	2	PIOVERA	9	13
2020	16	HORTALEZA	2	PIOVERA	10	10
2020	16	HORTALEZA	2	PIOVERA	11	7
2020	16	HORTALEZA	2	PIOVERA	12	2
2020	16	HORTALEZA	2	PIOVERA	13	1
2020	16	HORTALEZA	2	PIOVERA	14	1
2020	16	HORTALEZA	2	PIOVERA	21	2
2020	16	HORTALEZA	2	PIOVERA	22	2
2020	16	HORTALEZA	2	PIOVERA	26	2
2020	16	HORTALEZA	2	PIOVERA	27	2
2020	16	HORTALEZA	2	PIOVERA	28	1
2020	16	HORTALEZA	2	PIOVERA	29	1
2020	16	HORTALEZA	2	PIOVERA	35	1
2020	16	HORTALEZA	2	PIOVERA	36	1
2020	16	HORTALEZA	2	PIOVERA	51	1
2020	16	HORTALEZA	2	PIOVERA	57	2
2020	16	HORTALEZA	3	CANILLAS	1	9425
2020	16	HORTALEZA	3	CANILLAS	2	3113
2020	16	HORTALEZA	3	CANILLAS	3	906
2020	16	HORTALEZA	3	CANILLAS	4	263
2020	16	HORTALEZA	3	CANILLAS	5	96
2020	16	HORTALEZA	3	CANILLAS	6	55
2020	16	HORTALEZA	3	CANILLAS	7	34
2020	16	HORTALEZA	3	CANILLAS	8	20
2020	16	HORTALEZA	3	CANILLAS	9	18
2020	16	HORTALEZA	3	CANILLAS	10	17
2020	16	HORTALEZA	3	CANILLAS	11	6
2020	16	HORTALEZA	3	CANILLAS	12	9
2020	16	HORTALEZA	3	CANILLAS	13	6
2020	16	HORTALEZA	3	CANILLAS	14	5
2020	16	HORTALEZA	3	CANILLAS	15	5
2020	16	HORTALEZA	3	CANILLAS	16	5
2020	16	HORTALEZA	3	CANILLAS	18	2
2020	16	HORTALEZA	3	CANILLAS	19	2
2020	16	HORTALEZA	3	CANILLAS	20	2
2020	16	HORTALEZA	3	CANILLAS	21	1
2020	16	HORTALEZA	3	CANILLAS	23	1
2020	16	HORTALEZA	3	CANILLAS	30	1
2020	16	HORTALEZA	3	CANILLAS	33	1
2020	16	HORTALEZA	3	CANILLAS	34	1
2020	16	HORTALEZA	3	CANILLAS	48	1
2020	16	HORTALEZA	3	CANILLAS	55	1
2020	16	HORTALEZA	3	CANILLAS	81	1
2020	16	HORTALEZA	4	PINAR DEL REY	1	12040
2020	16	HORTALEZA	4	PINAR DEL REY	2	3249
2020	16	HORTALEZA	4	PINAR DEL REY	3	969
2020	16	HORTALEZA	4	PINAR DEL REY	4	347
2020	16	HORTALEZA	4	PINAR DEL REY	5	169
2020	16	HORTALEZA	4	PINAR DEL REY	6	92
2020	16	HORTALEZA	4	PINAR DEL REY	7	46
2020	16	HORTALEZA	4	PINAR DEL REY	8	34
2020	16	HORTALEZA	4	PINAR DEL REY	9	18
2020	16	HORTALEZA	4	PINAR DEL REY	10	11
2020	16	HORTALEZA	4	PINAR DEL REY	11	6
2020	16	HORTALEZA	4	PINAR DEL REY	12	9
2020	16	HORTALEZA	4	PINAR DEL REY	13	7
2020	16	HORTALEZA	4	PINAR DEL REY	14	5
2020	16	HORTALEZA	4	PINAR DEL REY	15	3
2020	16	HORTALEZA	4	PINAR DEL REY	16	2
2020	16	HORTALEZA	4	PINAR DEL REY	17	1
2020	16	HORTALEZA	4	PINAR DEL REY	18	6
2020	16	HORTALEZA	4	PINAR DEL REY	20	3
2020	16	HORTALEZA	4	PINAR DEL REY	21	1
2020	16	HORTALEZA	4	PINAR DEL REY	22	2
2020	16	HORTALEZA	4	PINAR DEL REY	25	1
2020	16	HORTALEZA	4	PINAR DEL REY	27	1
2020	16	HORTALEZA	4	PINAR DEL REY	34	2
2020	16	HORTALEZA	4	PINAR DEL REY	36	2
2020	16	HORTALEZA	4	PINAR DEL REY	37	1
2020	16	HORTALEZA	4	PINAR DEL REY	39	1
2020	16	HORTALEZA	4	PINAR DEL REY	40	1
2020	16	HORTALEZA	4	PINAR DEL REY	64	2
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	1	3629
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	2	1220
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	3	335
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	4	95
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	5	55
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	6	23
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	7	17
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	8	16
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	9	3
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	10	7
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	11	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	12	3
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	13	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	14	2
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	16	3
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	17	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	18	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	21	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	22	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	26	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	32	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	35	1
2020	16	HORTALEZA	5	APOSTOL SANTIAGO	56	1
2020	16	HORTALEZA	6	VALDEFUENTES	1	10474
2020	16	HORTALEZA	6	VALDEFUENTES	2	3376
2020	16	HORTALEZA	6	VALDEFUENTES	3	916
2020	16	HORTALEZA	6	VALDEFUENTES	4	305
2020	16	HORTALEZA	6	VALDEFUENTES	5	153
2020	16	HORTALEZA	6	VALDEFUENTES	6	109
2020	16	HORTALEZA	6	VALDEFUENTES	7	74
2020	16	HORTALEZA	6	VALDEFUENTES	8	49
2020	16	HORTALEZA	6	VALDEFUENTES	9	37
2020	16	HORTALEZA	6	VALDEFUENTES	10	30
2020	16	HORTALEZA	6	VALDEFUENTES	11	24
2020	16	HORTALEZA	6	VALDEFUENTES	12	11
2020	16	HORTALEZA	6	VALDEFUENTES	13	17
2020	16	HORTALEZA	6	VALDEFUENTES	14	9
2020	16	HORTALEZA	6	VALDEFUENTES	15	5
2020	16	HORTALEZA	6	VALDEFUENTES	16	6
2020	16	HORTALEZA	6	VALDEFUENTES	17	4
2020	16	HORTALEZA	6	VALDEFUENTES	18	4
2020	16	HORTALEZA	6	VALDEFUENTES	19	6
2020	16	HORTALEZA	6	VALDEFUENTES	20	2
2020	16	HORTALEZA	6	VALDEFUENTES	22	4
2020	16	HORTALEZA	6	VALDEFUENTES	23	2
2020	16	HORTALEZA	6	VALDEFUENTES	24	2
2020	16	HORTALEZA	6	VALDEFUENTES	25	1
2020	16	HORTALEZA	6	VALDEFUENTES	26	4
2020	16	HORTALEZA	6	VALDEFUENTES	27	3
2020	16	HORTALEZA	6	VALDEFUENTES	31	2
2020	16	HORTALEZA	6	VALDEFUENTES	32	2
2020	16	HORTALEZA	6	VALDEFUENTES	35	2
2020	16	HORTALEZA	6	VALDEFUENTES	36	1
2020	16	HORTALEZA	6	VALDEFUENTES	38	2
2020	16	HORTALEZA	6	VALDEFUENTES	41	1
2020	16	HORTALEZA	6	VALDEFUENTES	50	1
2020	16	HORTALEZA	6	VALDEFUENTES	51	1
2020	16	HORTALEZA	6	VALDEFUENTES	57	1
2020	16	HORTALEZA	6	VALDEFUENTES	64	1
2020	16	HORTALEZA	6	VALDEFUENTES	66	1
2020	16	HORTALEZA	6	VALDEFUENTES	70	1
2020	16	HORTALEZA	6	VALDEFUENTES	77	1
2020	16	HORTALEZA	6	VALDEFUENTES	79	1
2020	16	HORTALEZA	6	VALDEFUENTES	107	1
2020	16	HORTALEZA	6	VALDEFUENTES	132	1
2020	16	HORTALEZA	6	VALDEFUENTES	207	1
2020	16	HORTALEZA	6	VALDEFUENTES	224	1
2020	16	HORTALEZA	6	VALDEFUENTES	227	1
2020	17	VILLAVERDE	0		1	42
2020	17	VILLAVERDE	0		2	14
2020	17	VILLAVERDE	0		3	2
2020	17	VILLAVERDE	0		4	3
2020	17	VILLAVERDE	0		7	1
2020	17	VILLAVERDE	0		43	1
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	1	9281
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	2	2623
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	3	807
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	4	297
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	5	168
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	6	78
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	7	58
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	8	34
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	9	20
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	10	19
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	11	18
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	12	15
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	13	6
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	14	8
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	15	9
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	16	6
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	17	3
2020	17	VILLAVERDE	1	VILLAVERDE ALTO C.H.	18	5
